file_name,text
codigo_de_posturas_-_1831_p001_p000.jpg,Transcrição das Atas da Câmara Municipal - 1829 a 1833
codigo_de_posturas_-_1831_p001_p001.jpg,Sessão de 11 de Julho de 1831
codigo_de_posturas_-_1831_p001_p002.jpg,[fl.] 100
codigo_de_posturas_-_1831_p001_p003.jpg,Prado
codigo_de_posturas_-_1831_p001_p004.jpg,(...)
codigo_de_posturas_-_1831_p001_p005.jpg,Leu-se um Projeto de Posturas com treze artigos seguintes
codigo_de_posturas_-_1831_p001_p006.jpg,"Artigo 1º – Ninguém poderá vender armas ofensivas,"
codigo_de_posturas_-_1831_p001_p007.jpg,"ou defensivas, pólvora, ou chumbo sem prévia licença"
codigo_de_posturas_-_1831_p001_p008.jpg,do Juiz de Paz do Distrito para comércio naque-
codigo_de_posturas_-_1831_p001_p009.jpg,le gênero = O contraventor será preso por quatro
codigo_de_posturas_-_1831_p001_p010.jpg,"dias, e pagará dez mil réis de multa."
codigo_de_posturas_-_1831_p001_p011.jpg,"Artigo 2º - Nenhum negociante venderá pólvora,"
codigo_de_posturas_-_1831_p001_p012.jpg,"chumbo, armas ofensivas, e defensivas, a escravos, ou"
codigo_de_posturas_-_1831_p001_p013.jpg,"pessoas de suspeitas, ou desconhecidas. O contra-"
codigo_de_posturas_-_1831_p001_p014.jpg,"ventor terá oito dias de prisão, e pagará vinte mil"
codigo_de_posturas_-_1831_p001_p015.jpg,réis de multa.
codigo_de_posturas_-_1831_p001_p016.jpg,Artigo 3º - Os escravos não poderão trabalhar so-
codigo_de_posturas_-_1831_p001_p017.jpg,"bre si em oficinas de Ferreiro, e menos adminis-"
codigo_de_posturas_-_1831_p001_p018.jpg,"trá-las. O contraventor será preso por oito dias,"
codigo_de_posturas_-_1831_p001_p019.jpg,[fl.100v]
codigo_de_posturas_-_1831_p001_p020.jpg,e o senhor pagará oito mil réis de multa.
codigo_de_posturas_-_1831_p001_p021.jpg,"Artigo 4º - As Oficinas de Ferreiros, e mais ofícios não"
codigo_de_posturas_-_1831_p001_p022.jpg,"construirão, ou consertarão armas aos escravos, e ou pessoas"
codigo_de_posturas_-_1831_p001_p023.jpg,"de suspeitas, e desconhecidas; o contraventor sendo livre"
codigo_de_posturas_-_1831_p001_p024.jpg,"terá oito dias de prisão, e pagará vinte mil réis de"
codigo_de_posturas_-_1831_p001_p025.jpg,"multa, sendo escravo será preso por quatro dias, e seu"
codigo_de_posturas_-_1831_p001_p026.jpg,senhor avisado para lhe mandar dar duzentos açoites na
codigo_de_posturas_-_1831_p001_p027.jpg,"grade da cadeia, e quando repugne será preso por dez"
codigo_de_posturas_-_1831_p001_p028.jpg,"dias, e pagará a multa do artigo antecedente."
codigo_de_posturas_-_1831_p002_p000.jpg,Artigo 5º - Nenhuma pessoa poderá passar na Vila
codigo_de_posturas_-_1831_p002_p001.jpg,"com armas ofensivas, e defensivas como armas de fogo"
codigo_de_posturas_-_1831_p002_p002.jpg,"faca, zagaia, espada, e bordão. O contraventor sendo"
codigo_de_posturas_-_1831_p002_p003.jpg,"livre terá a pena de prisão por quatro dias, e paga-"
codigo_de_posturas_-_1831_p002_p004.jpg,ra quatro mil réis de multa; sendo escravo será pre-
codigo_de_posturas_-_1831_p002_p005.jpg,so por quatro dias: seu senhor avisado para lhe man-
codigo_de_posturas_-_1831_p002_p006.jpg,dar dar duzentos açoites na grade da cadeia; quando repug
codigo_de_posturas_-_1831_p002_p007.jpg,"ne será preso por oito dias, e pagará vinte mil réis de multa."
codigo_de_posturas_-_1831_p002_p008.jpg,Artigo 6º - Os escravos não poderão andar em magotes
codigo_de_posturas_-_1831_p002_p009.jpg,"pelas ruas, ou rocio logo que chegue ao número de"
codigo_de_posturas_-_1831_p002_p010.jpg,seis indivíduos: serão dispersados; resistindo serão pre-
codigo_de_posturas_-_1831_p002_p011.jpg,"sos, e açoitados como no artigo quarto."
codigo_de_posturas_-_1831_p002_p012.jpg,Artigo 7º - Nenhum senhor poderá trazer seus escravos
codigo_de_posturas_-_1831_p002_p013.jpg,"ou escravas a [jornal] avulso sem alugador certo, e deter-"
codigo_de_posturas_-_1831_p002_p014.jpg,minado. O contraventor será preso por quatro
codigo_de_posturas_-_1831_p002_p015.jpg,dias ou pagará quatro mil réis de multa.
codigo_de_posturas_-_1831_p002_p016.jpg,Artigo 8º - Todo escravo que por ato de pala-
codigo_de_posturas_-_1831_p002_p017.jpg,"vras dê indícios de insurreição, ou levante será castiga-"
codigo_de_posturas_-_1831_p002_p018.jpg,"do como no artigo quarto, e seu senhor avisado pa-"
codigo_de_posturas_-_1831_p002_p019.jpg,"[ra o trazer em ferros] por tempo de seis meses, quando"
codigo_de_posturas_-_1831_p002_p020.jpg,este repugne pagará oito mil réis de multa.
codigo_de_posturas_-_1831_p002_p021.jpg,[fl.] 101
codigo_de_posturas_-_1831_p002_p022.jpg,Prado
codigo_de_posturas_-_1831_p002_p023.jpg,Artigo 9º - Toda a pessoa desconhecida que apare-
codigo_de_posturas_-_1831_p002_p024.jpg,cer sem passaporte dentro do município será
codigo_de_posturas_-_1831_p002_p025.jpg,preso e levado perante o juiz de paz do lugar pa-
codigo_de_posturas_-_1831_p002_p026.jpg,"ra fazer a competente indagação da pessoa, e finda"
codigo_de_posturas_-_1831_p002_p027.jpg,a viagem; sendo livre será preso por quatro dias
codigo_de_posturas_-_1831_p003_p000.jpg,Artigo 10º - Toda a pessoa que comprar a escravos qual-
codigo_de_posturas_-_1831_p003_p001.jpg,"quer gênero, como seja ouro, prata ou outro qualquer"
codigo_de_posturas_-_1831_p003_p002.jpg,"gênero, de fazendas roupas, mantimentos, e toda e qual-"
codigo_de_posturas_-_1831_p003_p003.jpg,quer espécie que seja sem apresentar bilhete de
codigo_de_posturas_-_1831_p003_p004.jpg,seu senhor o contraventor terá a pena de quatro dias de
codigo_de_posturas_-_1831_p003_p005.jpg,prisão e pagará quatro mil reis de multa.
codigo_de_posturas_-_1831_p003_p006.jpg,Artigo 11º - Os escravos que formarem ajuntamentos pa-
codigo_de_posturas_-_1831_p003_p007.jpg,ra danças dentro do rocio da Vila serão presos por-
codigo_de_posturas_-_1831_p003_p008.jpg,"dois dias, e seus senhores avisados para lhes mandar"
codigo_de_posturas_-_1831_p003_p009.jpg,"dar nas grades da cadeia vinte e cinco açoites, quan-"
codigo_de_posturas_-_1831_p003_p010.jpg,do repugnem serão multados em seis mil réis.
codigo_de_posturas_-_1831_p003_p011.jpg,"Artigo 12º - Toda a pessoa livre, ou escrava que co-"
codigo_de_posturas_-_1831_p003_p012.jpg,"merciar, ou favorecer pessoas livres, de suspeita, ou"
codigo_de_posturas_-_1831_p003_p013.jpg,escravos fugidos. O contraventor sendo livre se-
codigo_de_posturas_-_1831_p003_p014.jpg,"rá preso por oito dias, pagará multa de dez"
codigo_de_posturas_-_1831_p003_p015.jpg,"mil réis, sendo escravo será preso por quatro dias"
codigo_de_posturas_-_1831_p003_p016.jpg,seu senhor avisado para lhe mandar dar nas grades
codigo_de_posturas_-_1831_p003_p017.jpg,"da cadeia duzentos açoites, e quando repugne seja"
codigo_de_posturas_-_1831_p003_p018.jpg,multado como no artigo quarto.
codigo_de_posturas_-_1831_p003_p019.jpg,Artigo 13º - Nenhum indivíduo poderá levantar
codigo_de_posturas_-_1831_p003_p020.jpg,[ † ] nas ruas com qualquer pretexto que
codigo_de_posturas_-_1831_p003_p021.jpg,seja dentro do recinto da Vila. O contraventor
codigo_de_posturas_-_1831_p003_p022.jpg,"terá a pena de quatro mil de multa, e quatro"
codigo_de_posturas_-_1831_p003_p023.jpg,dias de prisão. – Paço da Câmara 9 de julho.
codigo_de_posturas_-_1831_p003_p024.jpg,Transcrição e edição: Paulo Vicentini (AHMJ).
codigo_de_posturas_-_1831_p003_p025.jpg,Revisão: Isabella Ferraro e Gilson Santos (AHMJ).
pagamento_realizado_ao_capitao_do_mato_thomas_pardo_por_ter_posto_a_cabeca_de_um_negro_quilombola_na_estrada_real_que_vai_para_sao_paulo_-_27_de_novembro_de_1751_p001_p000.jpg,Autos de Diligências Policiais e de Mandados de Pagamentos da Câmara Municipal -
pagamento_realizado_ao_capitao_do_mato_thomas_pardo_por_ter_posto_a_cabeca_de_um_negro_quilombola_na_estrada_real_que_vai_para_sao_paulo_-_27_de_novembro_de_1751_p001_p001.jpg,1742 a 1783
pagamento_realizado_ao_capitao_do_mato_thomas_pardo_por_ter_posto_a_cabeca_de_um_negro_quilombola_na_estrada_real_que_vai_para_sao_paulo_-_27_de_novembro_de_1751_p001_p002.jpg,Mandado de Pagamento de 27 de Novembro de 1759
pagamento_realizado_ao_capitao_do_mato_thomas_pardo_por_ter_posto_a_cabeca_de_um_negro_quilombola_na_estrada_real_que_vai_para_sao_paulo_-_27_de_novembro_de_1751_p001_p003.jpg,[fl. 113v]
pagamento_realizado_ao_capitao_do_mato_thomas_pardo_por_ter_posto_a_cabeca_de_um_negro_quilombola_na_estrada_real_que_vai_para_sao_paulo_-_27_de_novembro_de_1751_p001_p004.jpg,Mandado para o procurador
pagamento_realizado_ao_capitao_do_mato_thomas_pardo_por_ter_posto_a_cabeca_de_um_negro_quilombola_na_estrada_real_que_vai_para_sao_paulo_-_27_de_novembro_de_1751_p001_p005.jpg,do conselho Nicolau Guedes Pin-
pagamento_realizado_ao_capitao_do_mato_thomas_pardo_por_ter_posto_a_cabeca_de_um_negro_quilombola_na_estrada_real_que_vai_para_sao_paulo_-_27_de_novembro_de_1751_p001_p006.jpg,to satisfazer pelos réditos da mes-
